;x_1;x_2;y;theta_1;theta_2;theta_0
420;-1.0486;-1.42;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
421;-1.71;1.95;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
422;-0.5097;-0.4381;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
423;-1.25;0.777;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
424;-1.6139;-0.2127;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
425;-0.895;0.387;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
426;-0.5108;-1.1806;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
427;-0.0282;0.428;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
428;0.0665;0.302;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
429;-0.6343;-0.3627;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
430;-0.6725;-0.3596;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
431;-0.8131;-1.7263;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
432;0.177;-0.402;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
433;-1.63;0.463;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
434;-0.907;0.0519;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
435;0.729;0.129;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
436;1.14;-1.23;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
437;0.402;-0.685;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
438;-0.8708;-0.5788;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
439;-0.312;0.0562;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
440;-1.17;0.901;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
441;0.466;-1.54;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
442;1.49;1.9;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
443;1.18;-0.18;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
444;-1.07;1.05;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
445;-0.403;1.22;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
446;0.208;0.977;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
447;0.356;0.707;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
448;0.0105;1.79;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
449;0.127;0.402;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
450;1.88;-1.35;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
451;-1.27;0.969;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
452;-1.17;1.94;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
453;-0.4136;-0.7475;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
454;1.92;1.48;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
455;1.87;0.906;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
456;-0.861;1.91;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
457;-0.268;0.802;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
458;0.947;-0.155;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
459;0.614;0.922;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
460;0.376;-1.1;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
461;0.298;1.33;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
462;-0.6946;-0.1496;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
463;-0.435;1.85;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
464;0.672;0.407;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
465;-0.77;0.539;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
466;-0.674;0.0318;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
467;-0.636;0.676;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
468;0.577;-0.208;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
469;0.396;-1.09;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
470;-1.49;0.439;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
471;0.167;0.635;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
472;2.38;0.944;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
473;-0.913;1.12;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
474;-1.3159;-0.4616;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
475;-0.0682;1.71;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
476;-0.7448;-0.8264;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
477;-0.0985;-0.6635;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
478;1.13;-1.08;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
479;-1.1475;-0.4378;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
480;-0.498;1.93;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
481;0.949;0.0876;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
482;-1.23;0.844;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
483;-1.0002;-1.5448;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
484;1.19;0.317;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
485;0.921;0.319;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
486;0.857;-0.651;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
487;-1.03;0.682;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
488;-0.8034;-0.6895;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
489;-0.456;0.0175;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
490;-0.354;-1.375;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
491;-0.6436;-2.2234;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
492;0.625;-1.6;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
493;-1.1;0.0522;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
494;-0.74;1.54;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
495;-1.29;0.267;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
496;-0.0393;-1.1681;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
497;0.523;-0.172;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
498;0.772;0.824;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
499;2.16;1.34;-1.0;1.1099999999999994;-0.42400000000000004;-4.0
500;1.63;1.76;1.0;2.7399999999999993;1.3359999999999999;-3.0
501;3.1;2.66;1.0;2.7399999999999993;1.3359999999999999;-3.0
502;2.64;0.383;1.0;2.7399999999999993;1.3359999999999999;-3.0
503;1.98;1.26;1.0;2.7399999999999993;1.3359999999999999;-3.0
504;2.28;1.9;1.0;2.7399999999999993;1.3359999999999999;-3.0
505;2.91;2.32;1.0;2.7399999999999993;1.3359999999999999;-3.0
506;2.79;1.53;1.0;2.7399999999999993;1.3359999999999999;-3.0
507;1.06;1.59;1.0;2.7399999999999993;1.3359999999999999;-3.0
508;1.98;2.38;1.0;2.7399999999999993;1.3359999999999999;-3.0
509;4.26;1.96;1.0;2.7399999999999993;1.3359999999999999;-3.0
510;1.04;1.65;1.0;2.7399999999999993;1.3359999999999999;-3.0
511;1.54;2.48;1.0;2.7399999999999993;1.3359999999999999;-3.0
512;0.459;2.06;1.0;2.7399999999999993;1.3359999999999999;-3.0
513;2.16;2.23;1.0;2.7399999999999993;1.3359999999999999;-3.0
514;1.4;1.76;1.0;2.7399999999999993;1.3359999999999999;-3.0
515;0.576;1.51;1.0;2.7399999999999993;1.3359999999999999;-3.0
516;1.46;2.42;1.0;2.7399999999999993;1.3359999999999999;-3.0
517;0.844;2.78;1.0;2.7399999999999993;1.3359999999999999;-3.0
518;3.49;-0.07;1.0;2.7399999999999993;1.3359999999999999;-3.0
519;2.43;2.68;1.0;2.7399999999999993;1.3359999999999999;-3.0
520;1.36;1.6;1.0;2.7399999999999993;1.3359999999999999;-3.0
521;1.87;1.7;1.0;2.7399999999999993;1.3359999999999999;-3.0
522;1.69;0.324;1.0;2.7399999999999993;1.3359999999999999;-3.0
523;3.15;3.08;1.0;2.7399999999999993;1.3359999999999999;-3.0
524;1.19;0.534;1.0;2.7399999999999993;1.3359999999999999;-3.0
525;2.52;1.42;1.0;2.7399999999999993;1.3359999999999999;-3.0
526;2.14;1.68;1.0;2.7399999999999993;1.3359999999999999;-3.0
527;2.69;2.69;1.0;2.7399999999999993;1.3359999999999999;-3.0
528;1.27;0.617;1.0;2.7399999999999993;1.3359999999999999;-3.0
529;0.417;2.61;1.0;2.7399999999999993;1.3359999999999999;-3.0
530;0.811;1.49;1.0;2.7399999999999993;1.3359999999999999;-3.0
531;1.4;1.95;1.0;2.7399999999999993;1.3359999999999999;-3.0
532;0.0637;2.19;1.0;2.7399999999999993;1.3359999999999999;-3.0
533;2.52;2.09;1.0;2.7399999999999993;1.3359999999999999;-3.0
534;1.69;2.1;1.0;2.7399999999999993;1.3359999999999999;-3.0
535;2.4;-0.773;1.0;2.7399999999999993;1.3359999999999999;-3.0
536;3.96;2.39;1.0;2.7399999999999993;1.3359999999999999;-3.0
537;1.35;1.61;1.0;2.7399999999999993;1.3359999999999999;-3.0
538;2.49;1.88;1.0;2.7399999999999993;1.3359999999999999;-3.0
539;-0.0307;4.06;1.0;2.7399999999999993;1.3359999999999999;-3.0
540;1.89;3.02;1.0;2.7399999999999993;1.3359999999999999;-3.0
541;1.31;3.54;1.0;2.7399999999999993;1.3359999999999999;-3.0
542;2.29;2.61;1.0;2.7399999999999993;1.3359999999999999;-3.0
543;0.955;3.21;1.0;2.7399999999999993;1.3359999999999999;-3.0
544;2.69;3.3;1.0;2.7399999999999993;1.3359999999999999;-3.0
545;1.37;1.52;1.0;2.7399999999999993;1.3359999999999999;-3.0
546;4.3;0.94;1.0;2.7399999999999993;1.3359999999999999;-3.0
547;1.86;3.14;1.0;2.7399999999999993;1.3359999999999999;-3.0
548;2.1;2.58;1.0;2.7399999999999993;1.3359999999999999;-3.0
549;1.6;2.37;1.0;2.7399999999999993;1.3359999999999999;-3.0
550;0.693;3.66;1.0;2.7399999999999993;1.3359999999999999;-3.0
551;1.88;1.32;1.0;2.7399999999999993;1.3359999999999999;-3.0
552;2.67;1.54;1.0;2.7399999999999993;1.3359999999999999;-3.0
553;0.666;0.653;1.0;3.4059999999999993;1.9889999999999999;-2.0
554;2.69;1.84;1.0;3.4059999999999993;1.9889999999999999;-2.0
555;1.87;3.08;1.0;3.4059999999999993;1.9889999999999999;-2.0
556;0.873;1.27;1.0;3.4059999999999993;1.9889999999999999;-2.0
557;1.62;2.09;1.0;3.4059999999999993;1.9889999999999999;-2.0
558;1.96;1.71;1.0;3.4059999999999993;1.9889999999999999;-2.0
559;1.94;1.89;1.0;3.4059999999999993;1.9889999999999999;-2.0
560;1.28;1.19;1.0;3.4059999999999993;1.9889999999999999;-2.0
561;2.27;1.11;1.0;3.4059999999999993;1.9889999999999999;-2.0
562;0.843;1.69;1.0;3.4059999999999993;1.9889999999999999;-2.0
563;1.84;4.26;1.0;3.4059999999999993;1.9889999999999999;-2.0
564;1.3;2.94;1.0;3.4059999999999993;1.9889999999999999;-2.0
565;2.75;0.811;1.0;3.4059999999999993;1.9889999999999999;-2.0
566;2.77;0.816;1.0;3.4059999999999993;1.9889999999999999;-2.0
567;-0.659;2.61;1.0;3.4059999999999993;1.9889999999999999;-2.0
568;0.244;2.45;1.0;3.4059999999999993;1.9889999999999999;-2.0
569;1.32;3.66;1.0;3.4059999999999993;1.9889999999999999;-2.0
570;3.07;1.55;1.0;3.4059999999999993;1.9889999999999999;-2.0
571;1.31;0.786;1.0;3.4059999999999993;1.9889999999999999;-2.0
572;1.56;1.72;1.0;3.4059999999999993;1.9889999999999999;-2.0
573;1.64;2.16;1.0;3.4059999999999993;1.9889999999999999;-2.0
574;2.58;2.35;1.0;3.4059999999999993;1.9889999999999999;-2.0
575;1.24;0.562;1.0;3.4059999999999993;1.9889999999999999;-2.0
576;3.36;1.31;1.0;3.4059999999999993;1.9889999999999999;-2.0
577;1.35;1.48;1.0;3.4059999999999993;1.9889999999999999;-2.0
578;0.157;1.52;1.0;3.4059999999999993;1.9889999999999999;-2.0
579;1.52;2.62;1.0;3.4059999999999993;1.9889999999999999;-2.0
580;2.7;2.0;1.0;3.4059999999999993;1.9889999999999999;-2.0
581;2.93;2.34;1.0;3.4059999999999993;1.9889999999999999;-2.0
582;1.98;2.16;1.0;3.4059999999999993;1.9889999999999999;-2.0
583;1.81;1.61;1.0;3.4059999999999993;1.9889999999999999;-2.0
584;1.73;0.872;1.0;3.4059999999999993;1.9889999999999999;-2.0
585;2.28;1.01;1.0;3.4059999999999993;1.9889999999999999;-2.0
586;2.84;1.75;1.0;3.4059999999999993;1.9889999999999999;-2.0
587;2.05;2.49;1.0;3.4059999999999993;1.9889999999999999;-2.0
588;2.64;0.429;1.0;3.4059999999999993;1.9889999999999999;-2.0
589;1.79;2.88;1.0;3.4059999999999993;1.9889999999999999;-2.0
590;0.302;2.39;1.0;3.4059999999999993;1.9889999999999999;-2.0
591;-0.256;0.977;1.0;3.1499999999999995;2.9659999999999997;-1.0
592;2.04;0.343;1.0;3.1499999999999995;2.9659999999999997;-1.0
593;1.01;0.528;1.0;3.1499999999999995;2.9659999999999997;-1.0
594;3.65;2.16;1.0;3.1499999999999995;2.9659999999999997;-1.0
595;2.57;1.78;1.0;3.1499999999999995;2.9659999999999997;-1.0
596;1.65;0.384;1.0;3.1499999999999995;2.9659999999999997;-1.0
597;1.71;1.24;1.0;3.1499999999999995;2.9659999999999997;-1.0
598;2.86;3.14;1.0;3.1499999999999995;2.9659999999999997;-1.0
599;3.47;2.85;1.0;3.1499999999999995;2.9659999999999997;-1.0
600;1.76;0.4;-1.0;1.3899999999999995;2.566;-2.0
601;0.979;2.24;-1.0;0.4109999999999995;0.3259999999999996;-3.0
602;1.87;-0.977;-1.0;0.4109999999999995;0.3259999999999996;-3.0
603;0.95;-0.151;-1.0;0.4109999999999995;0.3259999999999996;-3.0
604;-0.103;0.411;-1.0;0.4109999999999995;0.3259999999999996;-3.0
605;0.144;1.45;-1.0;0.4109999999999995;0.3259999999999996;-3.0
606;0.761;0.122;-1.0;0.4109999999999995;0.3259999999999996;-3.0
607;0.444;0.334;-1.0;0.4109999999999995;0.3259999999999996;-3.0
608;1.49;-0.205;-1.0;0.4109999999999995;0.3259999999999996;-3.0
609;0.313;-0.854;-1.0;0.4109999999999995;0.3259999999999996;-3.0
610;-2.55;0.654;-1.0;0.4109999999999995;0.3259999999999996;-3.0
611;0.864;-0.742;-1.0;0.4109999999999995;0.3259999999999996;-3.0
612;2.27;-1.45;-1.0;0.4109999999999995;0.3259999999999996;-3.0
613;0.0458;-0.187;-1.0;0.4109999999999995;0.3259999999999996;-3.0
614;1.53;1.47;-1.0;0.4109999999999995;0.3259999999999996;-3.0
615;0.155;0.378;-1.0;0.4109999999999995;0.3259999999999996;-3.0
616;-0.8878;-1.9808;-1.0;0.4109999999999995;0.3259999999999996;-3.0
617;-0.348;0.156;-1.0;0.4109999999999995;0.3259999999999996;-3.0
618;1.23;1.2;-1.0;0.4109999999999995;0.3259999999999996;-3.0
619;-0.3873;-0.3023;-1.0;0.4109999999999995;0.3259999999999996;-3.0
620;-1.0486;-1.42;-1.0;0.4109999999999995;0.3259999999999996;-3.0
621;-1.71;1.95;-1.0;0.4109999999999995;0.3259999999999996;-3.0
622;-0.5097;-0.4381;-1.0;0.4109999999999995;0.3259999999999996;-3.0
623;-1.25;0.777;-1.0;0.4109999999999995;0.3259999999999996;-3.0
624;-1.6139;-0.2127;-1.0;0.4109999999999995;0.3259999999999996;-3.0
625;-0.895;0.387;-1.0;0.4109999999999995;0.3259999999999996;-3.0
626;-0.5108;-1.1806;-1.0;0.4109999999999995;0.3259999999999996;-3.0
627;-0.0282;0.428;-1.0;0.4109999999999995;0.3259999999999996;-3.0
628;0.0665;0.302;-1.0;0.4109999999999995;0.3259999999999996;-3.0
629;-0.6343;-0.3627;-1.0;0.4109999999999995;0.3259999999999996;-3.0
630;-0.6725;-0.3596;-1.0;0.4109999999999995;0.3259999999999996;-3.0
631;-0.8131;-1.7263;-1.0;0.4109999999999995;0.3259999999999996;-3.0
632;0.177;-0.402;-1.0;0.4109999999999995;0.3259999999999996;-3.0
633;-1.63;0.463;-1.0;0.4109999999999995;0.3259999999999996;-3.0
634;-0.907;0.0519;-1.0;0.4109999999999995;0.3259999999999996;-3.0
635;0.729;0.129;-1.0;0.4109999999999995;0.3259999999999996;-3.0
636;1.14;-1.23;-1.0;0.4109999999999995;0.3259999999999996;-3.0
637;0.402;-0.685;-1.0;0.4109999999999995;0.3259999999999996;-3.0
638;-0.8708;-0.5788;-1.0;0.4109999999999995;0.3259999999999996;-3.0
639;-0.312;0.0562;-1.0;0.4109999999999995;0.3259999999999996;-3.0
640;-1.17;0.901;-1.0;0.4109999999999995;0.3259999999999996;-3.0
641;0.466;-1.54;-1.0;0.4109999999999995;0.3259999999999996;-3.0
642;1.49;1.9;-1.0;0.4109999999999995;0.3259999999999996;-3.0
643;1.18;-0.18;-1.0;0.4109999999999995;0.3259999999999996;-3.0
644;-1.07;1.05;-1.0;0.4109999999999995;0.3259999999999996;-3.0
645;-0.403;1.22;-1.0;0.4109999999999995;0.3259999999999996;-3.0
646;0.208;0.977;-1.0;0.4109999999999995;0.3259999999999996;-3.0
647;0.356;0.707;-1.0;0.4109999999999995;0.3259999999999996;-3.0
648;0.0105;1.79;-1.0;0.4109999999999995;0.3259999999999996;-3.0
649;0.127;0.402;-1.0;0.4109999999999995;0.3259999999999996;-3.0
650;1.88;-1.35;-1.0;0.4109999999999995;0.3259999999999996;-3.0
651;-1.27;0.969;-1.0;0.4109999999999995;0.3259999999999996;-3.0
652;-1.17;1.94;-1.0;0.4109999999999995;0.3259999999999996;-3.0
653;-0.4136;-0.7475;-1.0;0.4109999999999995;0.3259999999999996;-3.0
654;1.92;1.48;-1.0;0.4109999999999995;0.3259999999999996;-3.0
655;1.87;0.906;-1.0;0.4109999999999995;0.3259999999999996;-3.0
656;-0.861;1.91;-1.0;0.4109999999999995;0.3259999999999996;-3.0
657;-0.268;0.802;-1.0;0.4109999999999995;0.3259999999999996;-3.0
658;0.947;-0.155;-1.0;0.4109999999999995;0.3259999999999996;-3.0
659;0.614;0.922;-1.0;0.4109999999999995;0.3259999999999996;-3.0
660;0.376;-1.1;-1.0;0.4109999999999995;0.3259999999999996;-3.0
661;0.298;1.33;-1.0;0.4109999999999995;0.3259999999999996;-3.0
662;-0.6946;-0.1496;-1.0;0.4109999999999995;0.3259999999999996;-3.0
663;-0.435;1.85;-1.0;0.4109999999999995;0.3259999999999996;-3.0
664;0.672;0.407;-1.0;0.4109999999999995;0.3259999999999996;-3.0
665;-0.77;0.539;-1.0;0.4109999999999995;0.3259999999999996;-3.0
666;-0.674;0.0318;-1.0;0.4109999999999995;0.3259999999999996;-3.0
667;-0.636;0.676;-1.0;0.4109999999999995;0.3259999999999996;-3.0
668;0.577;-0.208;-1.0;0.4109999999999995;0.3259999999999996;-3.0
669;0.396;-1.09;-1.0;0.4109999999999995;0.3259999999999996;-3.0
670;-1.49;0.439;-1.0;0.4109999999999995;0.3259999999999996;-3.0
671;0.167;0.635;-1.0;0.4109999999999995;0.3259999999999996;-3.0
672;2.38;0.944;-1.0;0.4109999999999995;0.3259999999999996;-3.0
673;-0.913;1.12;-1.0;0.4109999999999995;0.3259999999999996;-3.0
674;-1.3159;-0.4616;-1.0;0.4109999999999995;0.3259999999999996;-3.0
675;-0.0682;1.71;-1.0;0.4109999999999995;0.3259999999999996;-3.0
676;-0.7448;-0.8264;-1.0;0.4109999999999995;0.3259999999999996;-3.0
677;-0.0985;-0.6635;-1.0;0.4109999999999995;0.3259999999999996;-3.0
678;1.13;-1.08;-1.0;0.4109999999999995;0.3259999999999996;-3.0
679;-1.1475;-0.4378;-1.0;0.4109999999999995;0.3259999999999996;-3.0
680;-0.498;1.93;-1.0;0.4109999999999995;0.3259999999999996;-3.0
681;0.949;0.0876;-1.0;0.4109999999999995;0.3259999999999996;-3.0
682;-1.23;0.844;-1.0;0.4109999999999995;0.3259999999999996;-3.0
683;-1.0002;-1.5448;-1.0;0.4109999999999995;0.3259999999999996;-3.0
684;1.19;0.317;-1.0;0.4109999999999995;0.3259999999999996;-3.0
685;0.921;0.319;-1.0;0.4109999999999995;0.3259999999999996;-3.0
686;0.857;-0.651;-1.0;0.4109999999999995;0.3259999999999996;-3.0
687;-1.03;0.682;-1.0;0.4109999999999995;0.3259999999999996;-3.0
688;-0.8034;-0.6895;-1.0;0.4109999999999995;0.3259999999999996;-3.0
689;-0.456;0.0175;-1.0;0.4109999999999995;0.3259999999999996;-3.0
690;-0.354;-1.375;-1.0;0.4109999999999995;0.3259999999999996;-3.0
691;-0.6436;-2.2234;-1.0;0.4109999999999995;0.3259999999999996;-3.0
692;0.625;-1.6;-1.0;0.4109999999999995;0.3259999999999996;-3.0
693;-1.1;0.0522;-1.0;0.4109999999999995;0.3259999999999996;-3.0
694;-0.74;1.54;-1.0;0.4109999999999995;0.3259999999999996;-3.0
695;-1.29;0.267;-1.0;0.4109999999999995;0.3259999999999996;-3.0
696;-0.0393;-1.1681;-1.0;0.4109999999999995;0.3259999999999996;-3.0
697;0.523;-0.172;-1.0;0.4109999999999995;0.3259999999999996;-3.0
698;0.772;0.824;-1.0;0.4109999999999995;0.3259999999999996;-3.0
699;2.16;1.34;-1.0;0.4109999999999995;0.3259999999999996;-3.0
700;1.63;1.76;1.0;2.0409999999999995;2.0859999999999994;-2.0
701;3.1;2.66;1.0;2.0409999999999995;2.0859999999999994;-2.0
702;2.64;0.383;1.0;2.0409999999999995;2.0859999999999994;-2.0
703;1.98;1.26;1.0;2.0409999999999995;2.0859999999999994;-2.0
704;2.28;1.9;1.0;2.0409999999999995;2.0859999999999994;-2.0
705;2.91;2.32;1.0;2.0409999999999995;2.0859999999999994;-2.0
706;2.79;1.53;1.0;2.0409999999999995;2.0859999999999994;-2.0
707;1.06;1.59;1.0;2.0409999999999995;2.0859999999999994;-2.0
708;1.98;2.38;1.0;2.0409999999999995;2.0859999999999994;-2.0
709;4.26;1.96;1.0;2.0409999999999995;2.0859999999999994;-2.0
710;1.04;1.65;1.0;2.0409999999999995;2.0859999999999994;-2.0
711;1.54;2.48;1.0;2.0409999999999995;2.0859999999999994;-2.0
712;0.459;2.06;1.0;2.0409999999999995;2.0859999999999994;-2.0
713;2.16;2.23;1.0;2.0409999999999995;2.0859999999999994;-2.0
714;1.4;1.76;1.0;2.0409999999999995;2.0859999999999994;-2.0
715;0.576;1.51;1.0;2.0409999999999995;2.0859999999999994;-2.0
716;1.46;2.42;1.0;2.0409999999999995;2.0859999999999994;-2.0
717;0.844;2.78;1.0;2.0409999999999995;2.0859999999999994;-2.0
718;3.49;-0.07;1.0;2.0409999999999995;2.0859999999999994;-2.0
719;2.43;2.68;1.0;2.0409999999999995;2.0859999999999994;-2.0
720;1.36;1.6;1.0;2.0409999999999995;2.0859999999999994;-2.0
721;1.87;1.7;1.0;2.0409999999999995;2.0859999999999994;-2.0
722;1.69;0.324;1.0;2.0409999999999995;2.0859999999999994;-2.0
723;3.15;3.08;1.0;2.0409999999999995;2.0859999999999994;-2.0
724;1.19;0.534;1.0;2.0409999999999995;2.0859999999999994;-2.0
725;2.52;1.42;1.0;2.0409999999999995;2.0859999999999994;-2.0
726;2.14;1.68;1.0;2.0409999999999995;2.0859999999999994;-2.0
727;2.69;2.69;1.0;2.0409999999999995;2.0859999999999994;-2.0
728;1.27;0.617;1.0;2.0409999999999995;2.0859999999999994;-2.0
729;0.417;2.61;1.0;2.0409999999999995;2.0859999999999994;-2.0
730;0.811;1.49;1.0;2.0409999999999995;2.0859999999999994;-2.0
731;1.4;1.95;1.0;2.0409999999999995;2.0859999999999994;-2.0
732;0.0637;2.19;1.0;2.0409999999999995;2.0859999999999994;-2.0
733;2.52;2.09;1.0;2.0409999999999995;2.0859999999999994;-2.0
734;1.69;2.1;1.0;2.0409999999999995;2.0859999999999994;-2.0
735;2.4;-0.773;1.0;2.0409999999999995;2.0859999999999994;-2.0
736;3.96;2.39;1.0;2.0409999999999995;2.0859999999999994;-2.0
737;1.35;1.61;1.0;2.0409999999999995;2.0859999999999994;-2.0
738;2.49;1.88;1.0;2.0409999999999995;2.0859999999999994;-2.0
739;-0.0307;4.06;1.0;2.0409999999999995;2.0859999999999994;-2.0
740;1.89;3.02;1.0;2.0409999999999995;2.0859999999999994;-2.0
741;1.31;3.54;1.0;2.0409999999999995;2.0859999999999994;-2.0
742;2.29;2.61;1.0;2.0409999999999995;2.0859999999999994;-2.0
743;0.955;3.21;1.0;2.0409999999999995;2.0859999999999994;-2.0
744;2.69;3.3;1.0;2.0409999999999995;2.0859999999999994;-2.0
745;1.37;1.52;1.0;2.0409999999999995;2.0859999999999994;-2.0
746;4.3;0.94;1.0;2.0409999999999995;2.0859999999999994;-2.0
747;1.86;3.14;1.0;2.0409999999999995;2.0859999999999994;-2.0
748;2.1;2.58;1.0;2.0409999999999995;2.0859999999999994;-2.0
749;1.6;2.37;1.0;2.0409999999999995;2.0859999999999994;-2.0
750;0.693;3.66;1.0;2.0409999999999995;2.0859999999999994;-2.0
751;1.88;1.32;1.0;2.0409999999999995;2.0859999999999994;-2.0
752;2.67;1.54;1.0;2.0409999999999995;2.0859999999999994;-2.0
753;0.666;0.653;1.0;2.0409999999999995;2.0859999999999994;-2.0
754;2.69;1.84;1.0;2.0409999999999995;2.0859999999999994;-2.0
755;1.87;3.08;1.0;2.0409999999999995;2.0859999999999994;-2.0
756;0.873;1.27;1.0;2.0409999999999995;2.0859999999999994;-2.0
757;1.62;2.09;1.0;2.0409999999999995;2.0859999999999994;-2.0
758;1.96;1.71;1.0;2.0409999999999995;2.0859999999999994;-2.0
759;1.94;1.89;1.0;2.0409999999999995;2.0859999999999994;-2.0
760;1.28;1.19;1.0;2.0409999999999995;2.0859999999999994;-2.0
761;2.27;1.11;1.0;2.0409999999999995;2.0859999999999994;-2.0
762;0.843;1.69;1.0;2.0409999999999995;2.0859999999999994;-2.0
763;1.84;4.26;1.0;2.0409999999999995;2.0859999999999994;-2.0
764;1.3;2.94;1.0;2.0409999999999995;2.0859999999999994;-2.0
765;2.75;0.811;1.0;2.0409999999999995;2.0859999999999994;-2.0
766;2.77;0.816;1.0;2.0409999999999995;2.0859999999999994;-2.0
767;-0.659;2.61;1.0;2.0409999999999995;2.0859999999999994;-2.0
768;0.244;2.45;1.0;2.0409999999999995;2.0859999999999994;-2.0
769;1.32;3.66;1.0;2.0409999999999995;2.0859999999999994;-2.0
770;3.07;1.55;1.0;2.0409999999999995;2.0859999999999994;-2.0
771;1.31;0.786;1.0;2.0409999999999995;2.0859999999999994;-2.0
772;1.56;1.72;1.0;2.0409999999999995;2.0859999999999994;-2.0
773;1.64;2.16;1.0;2.0409999999999995;2.0859999999999994;-2.0
774;2.58;2.35;1.0;2.0409999999999995;2.0859999999999994;-2.0
775;1.24;0.562;1.0;2.0409999999999995;2.0859999999999994;-2.0
776;3.36;1.31;1.0;2.0409999999999995;2.0859999999999994;-2.0
777;1.35;1.48;1.0;2.0409999999999995;2.0859999999999994;-2.0
778;0.157;1.52;1.0;2.0409999999999995;2.0859999999999994;-2.0
779;1.52;2.62;1.0;2.0409999999999995;2.0859999999999994;-2.0
780;2.7;2.0;1.0;2.0409999999999995;2.0859999999999994;-2.0
781;2.93;2.34;1.0;2.0409999999999995;2.0859999999999994;-2.0
782;1.98;2.16;1.0;2.0409999999999995;2.0859999999999994;-2.0
